app_id,category,os_type,app_store,developer_type,app_size_mb,install_count,rating,review_count,days_since_release,days_since_last_update,update_frequency,permissions_requested,sensitive_permissions,permission_ratio,network_requests_per_day,external_domains_contacted,encrypted_traffic_ratio,code_obfuscation_detected,anti_debugging_techniques,suspicious_api_calls,background_activity_score,data_collection_intensity,user_interaction_anomalies,developer_history_score,previous_violations,static_analysis_score,dynamic_analysis_score,malware_scan_score,risk_score,risk_category
app_01499,Finance,iOS,Google Play,Unknown,47.17,492481,1.88,8662,1105,254,7,6,2,0.333,173.86,14,0.72,0,0,1,0.376,0.922,0.286,0.473,0,0.258,0.182,0.003,1.0,High
app_01500,Business,Windows,Enterprise,Unknown,43.98,159473,1.17,38331,3370,710,10,15,14,0.933,142.02,10,0.414,0,0,0,0.38,0.525,0.003,0.31,1,0.334,0.253,0.544,1.0,High
app_01501,Business,iOS,Enterprise,Small Company,8.86,854791,3.05,36966,2370,465,11,11,10,0.909,46.48,15,0.431,0,0,3,0.546,0.342,0.608,0.74,0,0.466,0.064,0.597,1.0,High
app_01502,Shopping,Android,Microsoft Store,Individual,8.16,365454,4.6,24759,1099,98,9,35,12,0.343,3.02,3,0.403,0,0,4,0.953,0.238,0.129,0.125,0,0.715,0.129,0.22,0.915,High
app_01503,Travel,iOS,Enterprise,Unknown,51.26,415714,2.06,45255,79,546,18,47,2,0.043,574.46,5,0.322,1,0,0,0.448,0.474,0.896,0.211,0,0.559,0.66,0.355,1.0,High
app_01504,Travel,Windows,App Store,Open Source,4.25,723521,4.75,36156,3286,29,15,27,9,0.333,185.42,9,0.505,1,0,7,0.396,0.124,0.47,0.676,0,0.174,0.453,0.762,0.919,High
app_01505,Travel,macOS,App Store,Small Company,3.56,701219,4.87,38938,2543,618,9,47,7,0.149,861.57,16,0.389,0,0,9,0.002,0.177,0.127,0.96,0,0.501,0.92,0.608,0.404,Medium
app_01506,Shopping,iOS,Google Play,Open Source,109.77,445941,4.09,33001,572,559,17,12,8,0.667,138.92,5,0.382,0,0,7,0.644,0.086,0.743,0.209,0,0.782,0.944,0.56,0.788,High
app_01507,Social,Windows,Third Party,Small Company,650.55,680627,2.07,32580,1493,551,16,7,6,0.857,367.58,6,0.969,0,0,8,0.233,0.003,0.693,0.591,0,0.041,0.929,0.331,1.0,High
app_01508,Shopping,iOS,Google Play,Small Company,33.3,158669,1.4,16673,771,442,13,11,8,0.727,3319.58,13,0.506,0,0,4,0.932,0.974,0.946,0.879,1,0.376,0.948,0.761,0.966,High
app_01509,Travel,Linux,Third Party,Large Corporation,10.18,451452,1.73,36979,418,641,10,18,6,0.333,4.16,8,0.479,0,0,8,0.436,0.118,0.851,0.072,0,0.198,0.303,0.061,1.0,High
app_01510,Travel,iOS,Third Party,Open Source,8.33,341479,3.05,43921,524,117,11,37,10,0.27,7777.69,2,0.482,0,0,0,0.863,0.013,0.007,0.612,1,0.856,0.252,0.197,1.0,High
app_01511,Social,Linux,Third Party,Large Corporation,31.22,77935,3.26,28540,2177,10,8,32,8,0.25,41.94,10,0.476,0,0,7,0.014,0.011,0.217,0.376,0,0.825,0.69,0.838,0.929,High
app_01512,Health,Linux,Enterprise,Unknown,80.91,320460,2.11,26164,475,194,14,21,13,0.619,5.05,17,0.314,0,0,9,0.515,0.97,0.161,0.251,0,0.641,0.6,0.521,1.0,High
app_01513,Entertainment,Linux,Google Play,Unknown,32.26,805884,3.64,27663,2618,611,14,37,6,0.162,140.56,14,0.939,0,1,2,0.597,0.7,0.196,0.674,1,0.244,0.122,0.835,1.0,High
app_01514,Games,macOS,Third Party,Individual,38.56,785131,2.94,36369,1550,23,14,29,5,0.172,3554.77,1,0.932,1,0,7,0.874,0.113,0.563,0.814,0,0.327,0.781,0.499,1.0,High
app_01515,Shopping,Linux,Enterprise,Open Source,8.13,614045,3.15,25201,1285,277,11,28,9,0.321,12.24,19,0.535,1,0,5,0.623,0.878,0.104,0.251,0,0.303,0.172,0.868,1.0,High
app_01516,Social,Linux,Third Party,Unknown,32.72,946777,2.69,26930,1028,409,11,46,10,0.217,125.02,11,0.464,0,0,5,0.283,0.929,0.912,0.513,0,0.102,0.157,0.522,1.0,High
app_01517,Social,iOS,Microsoft Store,Open Source,18.85,383466,2.26,44187,415,426,13,34,3,0.088,2829.74,12,0.75,0,0,4,0.632,0.813,0.145,0.301,0,0.782,0.801,0.256,0.792,High
app_01518,Health,Windows,Microsoft Store,Open Source,53.65,614924,2.32,39416,739,353,8,12,8,0.667,2986.01,2,0.881,0,0,4,0.69,0.858,0.145,0.073,0,0.956,0.3,0.46,0.45,Medium
app_01519,Finance,macOS,Microsoft Store,Unknown,10.11,646208,1.86,40548,2723,517,19,25,9,0.36,41.25,18,0.828,0,1,5,0.809,0.266,0.82,0.412,0,0.461,0.563,0.763,1.0,High
app_01520,Social,Linux,App Store,Open Source,7.79,495154,3.98,31014,3094,1,10,39,3,0.077,66.38,17,0.888,0,0,7,0.909,0.089,0.889,0.003,0,0.336,0.427,0.434,0.541,Medium
app_01521,Travel,Android,Enterprise,Individual,5.99,50165,2.07,25938,1472,91,9,43,3,0.07,246.96,19,0.637,0,1,4,0.02,0.261,0.765,0.173,0,0.046,0.502,0.768,1.0,High
app_01522,Finance,Linux,Enterprise,Small Company,15.69,87621,2.2,35963,1021,261,8,20,13,0.65,21.73,3,0.617,0,0,3,0.994,0.826,0.558,0.097,1,0.86,0.841,0.392,0.598,Medium
app_01523,Health,macOS,Microsoft Store,Open Source,17.44,553491,1.11,34106,28,287,14,36,5,0.139,26.14,15,0.968,0,0,9,0.815,0.568,0.78,0.919,0,0.344,0.056,0.407,0.545,Medium
app_01524,Social,iOS,Third Party,Unknown,30.29,802087,1.78,45014,2480,519,8,49,4,0.082,7.32,13,0.329,0,0,9,0.968,0.918,0.127,0.113,0,0.757,0.382,0.136,1.0,High
app_01525,Shopping,macOS,Google Play,Large Corporation,23.04,899688,3.59,13919,1931,535,15,26,0,0.0,212.95,8,0.915,0,0,3,0.928,0.222,0.718,0.609,0,0.263,0.695,0.41,0.484,Medium
app_01526,Education,iOS,Google Play,Individual,31.44,755876,2.3,14281,1027,499,12,7,2,0.286,409.02,1,0.542,1,0,3,0.873,0.287,0.104,0.233,1,0.462,0.419,0.013,1.0,High
app_01527,Games,macOS,Microsoft Store,Individual,13.71,977041,1.31,43542,1506,596,10,32,7,0.219,64.98,19,0.634,1,0,7,0.589,0.15,0.248,0.93,0,0.695,0.965,0.12,1.0,High
app_01528,Entertainment,macOS,Enterprise,Unknown,5.11,541148,2.91,8055,3207,604,9,35,6,0.171,54.59,17,0.524,0,0,4,0.515,0.749,0.03,0.256,0,0.939,0.876,0.716,0.708,High
app_01529,Finance,macOS,Enterprise,Open Source,6.89,703866,4.93,15554,2075,24,10,34,13,0.382,4112.49,10,0.555,0,0,1,0.661,0.281,0.396,0.591,0,0.887,0.111,0.048,0.812,High
app_01530,Social,iOS,Microsoft Store,Unknown,20.33,361398,3.96,19949,2675,358,9,24,13,0.542,7.4,5,0.483,1,0,7,0.422,0.591,0.107,0.179,0,0.424,0.989,0.874,1.0,High
app_01531,Finance,iOS,App Store,Small Company,28.6,752652,1.23,37093,2415,195,14,36,10,0.278,2655.96,12,0.304,0,0,3,0.506,0.278,0.98,0.493,0,0.701,0.491,0.239,0.725,High
app_01532,Social,macOS,Microsoft Store,Large Corporation,150.05,869701,3.23,3523,3220,178,10,37,4,0.108,188.33,2,0.641,0,0,1,0.478,0.181,0.271,0.419,0,0.349,0.132,0.913,0.494,Medium
app_01533,Travel,Windows,App Store,Individual,12.71,416219,2.73,17181,373,674,16,26,2,0.077,742.78,10,0.999,0,0,4,0.914,0.36,0.727,0.848,0,0.052,0.95,0.072,0.969,High
app_01534,Finance,iOS,Google Play,Unknown,59.37,451354,4.42,30173,2409,568,13,44,5,0.114,4.89,8,0.546,1,0,2,0.214,0.539,0.503,0.476,0,0.111,0.183,0.097,1.0,High
app_01535,Productivity,Android,Third Party,Open Source,8.32,871182,2.27,14549,143,186,10,32,4,0.125,7.91,2,0.709,0,1,9,0.302,0.931,0.321,0.54,0,0.783,0.061,0.627,1.0,High
app_01536,Travel,Linux,Google Play,Unknown,16.93,292148,2.7,19714,567,629,11,25,8,0.32,3626.38,12,0.589,0,0,0,0.058,0.5,0.991,0.308,0,0.652,0.202,0.703,0.833,High
app_01537,Travel,iOS,App Store,Unknown,89.64,66414,1.85,40445,2020,500,11,25,0,0.0,81.41,17,0.521,0,0,7,0.969,0.77,0.518,0.828,1,0.545,0.937,0.03,1.0,High
app_01538,Travel,macOS,Third Party,Open Source,17.98,582312,1.64,38473,1800,85,8,8,7,0.875,40.46,3,0.709,0,0,9,0.226,0.97,0.913,0.446,0,0.728,0.256,0.169,1.0,High
app_01539,Games,Linux,Enterprise,Individual,2.01,121304,3.74,11780,2718,505,18,42,5,0.119,21.25,10,0.778,0,0,8,0.406,0.952,0.259,0.493,1,0.476,0.864,0.059,1.0,High
app_01540,Shopping,Linux,Microsoft Store,Unknown,3.18,541081,1.15,25493,2749,477,10,38,12,0.316,50.87,16,0.446,0,0,7,0.722,0.95,0.264,0.758,0,0.695,0.429,0.945,1.0,High
app_01541,Entertainment,iOS,Google Play,Small Company,18.98,124313,2.26,42421,1068,452,9,48,3,0.062,352.69,11,0.918,0,0,2,0.71,0.328,0.561,0.726,0,0.689,0.569,0.434,0.349,Medium
app_01542,Finance,Android,Microsoft Store,Individual,7.46,632671,2.25,6610,719,365,10,9,0,0.0,1485.53,5,0.324,0,0,5,0.874,0.534,0.594,0.842,0,0.387,0.643,0.405,0.308,Medium
app_01543,Finance,Android,Enterprise,Unknown,15.68,188539,2.98,34205,1990,647,9,42,2,0.048,658.76,14,0.787,0,0,7,0.166,0.581,0.232,0.934,0,0.273,0.006,0.799,1.0,High
app_01544,Productivity,Windows,Google Play,Individual,131.22,470804,1.24,34247,2164,671,11,42,2,0.048,20.06,16,0.521,0,0,7,0.46,0.178,0.162,0.361,0,0.417,0.597,0.705,0.641,High
app_01545,Games,macOS,App Store,Small Company,87.3,886745,2.78,31855,1483,231,6,5,3,0.6,48.1,18,0.499,0,0,1,0.505,0.869,0.968,0.637,0,0.693,0.336,0.625,0.278,Low
app_01546,Productivity,Linux,Enterprise,Unknown,8.89,130141,3.59,48349,2174,637,6,18,9,0.5,24.7,12,0.712,0,0,6,0.733,0.042,0.097,0.782,0,0.406,0.92,0.992,1.0,High
app_01547,Entertainment,iOS,Third Party,Unknown,38.6,296629,4.96,46648,1900,499,14,10,8,0.8,462.32,18,0.605,0,0,7,0.202,0.842,0.973,0.327,0,0.978,0.06,0.276,1.0,High
app_01548,Education,Android,Google Play,Large Corporation,39.93,792693,3.81,38239,1486,604,10,8,3,0.375,2524.93,5,0.658,0,0,6,0.938,0.08,0.159,0.868,0,0.353,0.931,0.961,0.483,Medium
app_01549,Education,Windows,Third Party,Individual,13.7,266597,4.52,26586,2915,323,5,43,2,0.047,113.81,17,0.681,0,0,5,0.029,0.551,0.082,0.81,0,0.429,0.435,0.556,0.391,Medium
app_01550,Health,Linux,Google Play,Large Corporation,30.67,892589,1.84,29790,2420,74,14,49,12,0.245,11.36,18,0.767,0,0,5,0.073,0.038,0.064,0.2,0,0.169,0.252,0.186,1.0,High
app_01551,Travel,iOS,Google Play,Large Corporation,9.16,222137,1.11,34398,3032,724,18,34,1,0.029,33.38,6,0.372,1,0,9,0.152,0.803,0.186,0.809,0,0.578,0.27,0.883,1.0,High
app_01552,Education,Linux,Third Party,Unknown,9.94,682820,4.67,46671,363,189,14,14,5,0.357,1826.84,5,0.46,0,1,8,0.44,0.563,0.916,0.892,0,0.257,0.783,0.203,1.0,High
app_01553,Shopping,iOS,Enterprise,Individual,23.15,553400,4.5,18559,1761,150,15,7,4,0.571,171.68,4,0.879,1,0,0,0.785,0.852,0.741,0.539,0,0.152,0.78,0.423,0.809,High
app_01554,Games,Linux,Enterprise,Individual,8.95,102694,2.57,14074,2611,355,12,29,8,0.276,656.34,9,0.697,0,1,5,0.3,0.115,0.084,0.91,1,0.828,0.23,0.726,1.0,High
app_01555,Travel,Linux,Microsoft Store,Open Source,22.57,737498,3.48,5528,1199,413,9,9,5,0.556,20.8,12,0.366,0,0,4,0.213,0.463,0.602,0.801,0,0.173,0.188,0.9,1.0,High
app_01556,Business,Windows,Microsoft Store,Unknown,44.05,644158,1.84,42294,2683,484,13,10,7,0.7,24.12,4,0.918,0,0,1,0.382,0.308,0.557,0.509,0,0.796,0.589,0.885,0.727,High
app_01557,Business,Linux,Microsoft Store,Small Company,21.28,138464,4.79,299,3286,431,7,33,12,0.364,304.38,7,0.485,0,0,6,0.821,0.199,0.532,0.249,0,0.587,0.946,0.446,0.993,High
app_01558,Business,Linux,Third Party,Unknown,24.66,670173,3.07,9192,3487,631,15,9,2,0.222,1129.46,18,0.717,0,0,2,0.604,0.73,0.245,0.366,0,0.988,0.086,0.169,1.0,High
app_01559,Travel,macOS,App Store,Unknown,18.89,726531,3.22,27718,444,313,11,25,9,0.36,101.91,15,0.915,0,0,0,0.246,0.605,0.04,0.836,1,0.084,0.247,0.676,1.0,High
app_01560,Shopping,Windows,App Store,Individual,11.56,436955,2.99,46625,3610,152,8,16,6,0.375,1334.93,8,0.904,0,0,6,0.177,0.139,0.649,0.909,0,0.589,0.085,0.812,0.623,High
app_01561,Games,Android,Third Party,Individual,42.35,475465,2.23,45422,541,20,9,9,8,0.889,706.35,10,0.551,0,0,8,0.782,0.128,0.417,0.192,1,0.152,0.439,0.054,1.0,High
app_01562,Shopping,Linux,Third Party,Open Source,14.81,704639,4.27,46039,1353,662,12,13,2,0.154,13761.99,14,0.459,0,0,2,0.711,0.881,0.541,0.393,0,0.847,0.724,0.905,1.0,High
app_01563,Social,Windows,Microsoft Store,Unknown,33.2,131482,2.49,3465,1692,164,12,32,9,0.281,44.92,5,0.722,0,0,6,0.353,0.967,0.875,0.584,0,0.376,0.773,0.581,0.893,High
app_01564,Shopping,Android,App Store,Large Corporation,109.15,339843,4.04,33409,3037,696,8,48,9,0.188,12.82,2,0.546,0,0,1,0.738,0.061,0.539,0.245,0,0.05,0.146,0.104,1.0,High
app_01565,Productivity,Android,Microsoft Store,Large Corporation,10.4,595904,3.43,36703,2993,538,10,10,8,0.8,1302.88,2,0.467,0,0,8,0.948,0.247,0.022,0.49,0,0.582,0.817,0.511,1.0,High
app_01566,Entertainment,Linux,Microsoft Store,Individual,78.51,953549,4.52,27416,871,702,15,29,5,0.172,1603.17,18,0.465,1,0,3,0.385,0.928,0.055,0.763,0,0.487,0.836,0.637,0.776,High
app_01567,Games,Windows,Microsoft Store,Open Source,17.17,239803,4.38,22323,2238,645,11,14,9,0.643,56.3,4,0.905,0,0,9,0.916,0.125,0.952,0.745,0,0.305,0.643,0.594,0.723,High
app_01568,Business,Linux,Google Play,Small Company,22.01,350862,2.95,18040,471,411,18,39,12,0.308,197.9,12,0.511,0,0,3,0.201,0.252,0.66,0.117,0,0.528,0.044,0.127,0.97,High
app_01569,Shopping,Windows,Microsoft Store,Open Source,5.48,858169,1.1,16192,1634,716,9,28,4,0.143,106.36,3,0.977,1,0,1,0.314,0.13,0.437,0.027,0,0.428,0.142,0.53,1.0,High
app_01570,Travel,Android,App Store,Open Source,6.77,684328,2.3,17215,1455,567,12,32,4,0.125,174.27,13,0.311,0,0,2,0.566,0.11,0.813,0.536,0,0.16,0.822,0.355,0.979,High
app_01571,Finance,macOS,Enterprise,Large Corporation,9.31,431989,3.89,28090,2896,317,14,20,6,0.3,453.77,16,0.557,0,0,5,0.725,0.192,0.834,0.041,0,0.211,0.487,0.695,0.731,High
app_01572,Travel,macOS,Google Play,Unknown,31.1,521685,3.23,41633,3551,579,9,37,3,0.081,266.08,14,0.634,0,0,2,0.144,0.803,0.09,0.61,0,0.335,0.135,0.8,1.0,High
app_01573,Productivity,Linux,Microsoft Store,Unknown,14.95,551461,4.58,35411,2720,254,7,14,5,0.357,1.8,17,0.612,0,0,1,0.293,0.947,0.392,0.217,0,0.749,0.012,0.276,1.0,High
app_01574,Entertainment,Android,App Store,Unknown,20.66,176385,1.62,30925,1455,723,13,45,7,0.156,2047.24,10,0.74,0,0,9,0.572,0.033,0.792,0.287,0,0.76,0.117,0.296,1.0,High
app_01575,Education,Windows,Google Play,Small Company,43.33,126456,4.17,7381,471,348,17,18,3,0.167,4.53,7,0.459,0,0,3,0.631,0.281,0.088,0.505,0,0.453,0.458,0.59,0.068,Low
app_01576,Productivity,Android,Microsoft Store,Open Source,6.67,275652,3.77,44144,436,380,12,35,8,0.229,173.85,13,0.319,0,0,7,0.695,0.802,0.884,0.758,0,0.346,0.343,0.944,1.0,High
app_01577,Entertainment,iOS,Enterprise,Unknown,46.72,445514,2.35,4725,255,676,18,35,1,0.029,65.39,14,0.969,1,1,4,0.151,0.667,0.175,0.778,0,0.287,0.344,0.153,1.0,High
app_01578,Health,iOS,Enterprise,Individual,9.05,490287,2.92,4780,105,689,14,10,6,0.6,115.59,13,0.851,0,0,3,0.277,0.369,0.46,0.775,0,0.475,0.302,0.54,0.417,Medium
app_01579,Productivity,Windows,Google Play,Large Corporation,8.36,767609,2.23,34683,3085,405,13,43,4,0.093,4.56,17,0.833,0,1,6,0.237,0.324,0.292,0.798,0,0.608,0.051,0.55,1.0,High
app_01580,Health,Android,Third Party,Small Company,14.65,968848,4.71,42775,3364,263,9,28,9,0.321,30.19,7,0.722,0,0,2,0.792,0.842,0.914,0.911,0,0.582,0.562,0.013,0.508,Medium
app_01581,Education,macOS,Microsoft Store,Small Company,42.38,361449,4.05,20552,1789,504,9,19,5,0.263,115.02,18,0.514,0,0,7,0.791,0.966,0.597,0.698,1,0.84,0.719,0.5,1.0,High
app_01582,Entertainment,Windows,App Store,Individual,37.04,189561,4.58,36252,1227,345,11,36,4,0.111,71.1,12,0.781,0,0,6,0.766,0.892,0.337,0.528,0,0.329,0.986,0.876,0.307,Medium
app_01583,Education,Android,App Store,Individual,3.02,548669,3.56,19326,188,474,15,37,9,0.243,257.65,2,0.998,0,0,1,0.518,0.401,0.905,0.093,0,0.652,0.609,0.264,0.81,High
app_01584,Travel,Linux,Google Play,Open Source,114.87,724271,3.05,5267,83,686,11,17,6,0.353,427.84,5,0.689,0,0,3,0.809,0.869,0.657,0.633,0,0.575,0.274,0.295,1.0,High
app_01585,Entertainment,iOS,App Store,Large Corporation,9.48,292903,2.25,44255,835,726,12,7,6,0.857,557.08,19,0.63,0,0,3,0.224,0.97,0.803,0.631,0,0.991,0.593,0.102,1.0,High
app_01586,Travel,Linux,Microsoft Store,Large Corporation,24.29,560338,2.87,30038,3152,385,19,12,5,0.417,55.02,14,0.799,0,0,6,0.929,0.22,0.931,0.737,0,0.24,0.413,0.583,0.903,High
app_01587,Finance,Android,Enterprise,Small Company,39.4,131504,1.17,18518,2233,569,16,6,0,0.0,3244.44,12,0.474,0,0,7,0.7,0.495,0.596,0.846,0,0.523,0.008,0.687,1.0,High
app_01588,Shopping,Android,Third Party,Open Source,18.4,694,3.17,33543,1945,144,11,28,9,0.321,8.98,18,0.302,1,0,8,0.393,0.581,0.273,0.886,0,0.536,0.865,0.797,1.0,High
app_01589,Entertainment,Android,Google Play,Large Corporation,15.5,979226,2.19,659,2598,560,7,31,6,0.194,1.38,1,0.479,0,0,9,0.921,0.465,0.107,0.017,0,0.623,0.321,0.648,0.791,High
app_01590,Social,Linux,Google Play,Large Corporation,2.48,747170,4.39,23693,520,304,22,35,5,0.143,181.23,12,0.458,0,0,0,0.575,0.966,0.786,0.723,0,0.605,0.011,0.392,0.366,Medium
app_01591,Travel,Android,Google Play,Unknown,4.74,388989,1.18,33086,3135,266,9,37,14,0.378,1.43,8,0.551,0,0,6,0.217,0.905,0.474,0.298,0,0.212,0.908,0.854,0.995,High
app_01592,Productivity,Android,Enterprise,Large Corporation,5.11,714056,2.63,2678,2438,540,15,23,2,0.087,108.82,9,0.729,0,0,3,0.628,0.59,0.819,0.245,0,0.386,0.073,0.337,0.686,High
app_01593,Shopping,Windows,App Store,Small Company,1.52,460611,1.13,37122,1375,268,16,33,6,0.182,185.92,3,0.766,1,0,7,0.578,0.777,0.491,0.831,0,0.734,0.943,0.332,0.602,High
app_01594,Productivity,Windows,Enterprise,Large Corporation,10.01,581451,2.61,41208,2440,647,12,9,4,0.444,94.9,16,0.451,0,1,5,0.087,0.021,0.428,0.481,0,0.414,0.281,0.462,1.0,High
app_01595,Travel,Android,Microsoft Store,Small Company,16.68,25560,1.59,49904,1494,539,12,8,7,0.875,278.92,16,0.728,0,0,5,0.406,0.197,0.374,0.52,0,0.476,0.862,0.977,0.954,High
app_01596,Finance,Windows,Google Play,Individual,15.7,979518,2.64,31646,2390,473,12,49,6,0.122,253.27,19,0.717,0,1,6,0.114,0.436,0.791,0.142,1,0.889,0.415,0.006,1.0,High
app_01597,Business,Linux,Enterprise,Individual,25.88,762656,4.0,42770,1908,280,12,18,0,0.0,3.69,16,0.823,0,0,2,0.744,0.404,0.6,0.501,0,0.048,0.684,0.121,0.866,High
app_01598,Shopping,Linux,Microsoft Store,Unknown,18.4,908936,4.08,46167,2001,171,12,33,8,0.242,39.06,10,0.649,0,0,1,0.531,0.947,0.216,0.474,0,0.558,0.909,0.568,0.516,Medium
app_01599,Education,Windows,App Store,Large Corporation,21.48,655529,3.54,7179,495,324,11,5,2,0.4,114.21,6,0.584,0,0,6,0.414,0.938,0.775,0.268,0,0.878,0.022,0.581,0.606,High
app_01600,Business,iOS,App Store,Individual,30.45,803980,4.33,26569,1900,471,16,6,3,0.5,68.21,9,0.325,0,0,4,0.637,0.269,0.464,0.386,0,0.508,0.46,0.624,0.32,Medium
app_01601,Productivity,Linux,Microsoft Store,Unknown,10.04,584545,3.91,21126,2249,387,9,38,5,0.132,51.47,6,0.875,1,0,7,0.773,0.414,0.24,0.843,1,0.508,0.58,0.243,1.0,High
app_01602,Travel,Android,App Store,Individual,3.63,513431,1.17,25582,76,338,4,12,2,0.167,3197.42,6,0.995,0,0,0,0.552,0.088,0.095,0.851,0,0.679,0.509,0.222,0.323,Medium
app_01603,Travel,Android,Google Play,Open Source,20.73,190703,3.78,20917,3371,235,14,37,13,0.351,49.21,8,0.723,0,0,3,0.939,0.607,0.745,0.902,0,0.862,0.542,0.599,0.169,Low
app_01604,Social,Android,Third Party,Open Source,6.43,156592,2.68,1393,2626,361,13,8,4,0.5,104.26,8,0.304,0,0,4,0.336,0.292,0.451,0.264,0,0.908,0.335,0.786,0.651,High
app_01605,Finance,Linux,Enterprise,Open Source,63.74,692932,3.22,43810,1632,56,15,17,5,0.294,106.21,17,0.88,0,0,5,0.517,0.477,0.302,0.102,0,0.57,0.809,0.236,0.683,High
app_01606,Business,Windows,Microsoft Store,Large Corporation,10.27,180070,1.45,37927,2514,464,14,28,3,0.107,973.11,17,0.556,1,0,3,0.597,0.007,0.909,0.49,0,0.394,0.851,0.927,0.827,High
app_01607,Shopping,Linux,Google Play,Open Source,13.8,438697,1.3,8714,3219,294,9,18,1,0.056,278.03,1,0.846,0,0,6,0.626,0.986,0.031,0.704,0,0.729,0.386,0.611,0.401,Medium
app_01608,Business,iOS,Google Play,Open Source,8.43,532012,2.43,16979,1379,261,11,39,4,0.103,56.26,19,0.705,0,0,7,0.969,0.185,0.543,0.449,1,0.011,0.989,0.48,1.0,High
app_01609,Games,macOS,Microsoft Store,Open Source,75.25,995440,3.66,46428,2082,323,15,9,7,0.778,5.89,17,0.752,0,0,4,0.228,0.839,0.105,0.361,0,0.897,0.335,0.606,0.72,High
app_01610,Travel,iOS,App Store,Small Company,5.95,147032,1.87,979,2533,600,10,41,4,0.098,52.71,14,0.757,0,0,2,0.884,0.498,0.415,0.916,0,0.294,0.564,0.992,0.453,Medium
app_01611,Business,Windows,Microsoft Store,Open Source,42.29,316045,4.74,49674,2372,615,10,36,3,0.083,38.22,10,0.65,0,0,7,0.083,0.337,0.763,0.777,0,0.039,0.133,0.936,1.0,High
app_01612,Finance,Windows,Microsoft Store,Open Source,31.09,401899,4.41,27674,3616,4,12,36,13,0.361,1182.97,2,0.69,1,1,0,0.47,0.846,0.363,0.175,0,0.498,0.478,0.808,1.0,High
app_01613,Travel,Android,Google Play,Open Source,23.58,108913,4.59,19057,936,294,17,28,0,0.0,116.78,16,0.314,0,0,0,0.667,0.109,0.066,0.968,0,0.844,0.704,0.604,0.0,Low
app_01614,Games,Windows,Third Party,Open Source,11.15,179302,4.99,39711,1598,4,17,49,10,0.204,252.47,18,0.797,0,0,2,0.981,0.616,0.421,0.5,0,0.075,0.593,0.512,0.792,High
app_01615,Finance,Windows,Microsoft Store,Unknown,2.84,713837,4.25,45166,2701,86,9,18,8,0.444,48.93,8,0.491,0,1,9,0.745,0.68,0.065,0.636,0,0.177,0.385,0.205,1.0,High
app_01616,Business,iOS,Enterprise,Individual,34.79,172142,3.93,43912,333,546,11,18,2,0.111,647.64,1,0.465,0,0,5,0.245,0.573,0.614,0.57,0,0.667,0.385,0.878,0.615,High
app_01617,Health,Android,Microsoft Store,Unknown,21.17,794181,1.12,45582,2312,240,13,28,1,0.036,27.34,16,0.814,0,0,4,0.158,0.431,0.964,0.884,0,0.35,0.124,0.035,1.0,High
app_01618,Games,Windows,Enterprise,Open Source,27.69,504136,2.87,1967,1960,410,8,47,9,0.191,110.46,3,0.635,0,0,9,0.025,0.68,0.236,0.271,0,0.192,0.992,0.415,1.0,High
app_01619,Health,Linux,Third Party,Small Company,4.97,718681,3.0,24501,533,546,9,36,11,0.306,3258.71,4,0.743,0,1,4,0.133,0.799,0.543,0.526,1,0.606,0.831,0.514,1.0,High
app_01620,Business,iOS,Enterprise,Small Company,46.02,348866,3.63,10122,1285,159,10,45,10,0.222,17.59,7,0.461,0,0,3,0.417,0.117,0.01,0.071,0,0.24,0.069,0.256,1.0,High
app_01621,Travel,macOS,Google Play,Large Corporation,24.54,584691,3.91,45589,460,394,17,49,11,0.224,293.09,5,0.635,1,0,7,0.44,0.755,0.513,0.996,0,0.068,0.402,0.73,1.0,High
app_01622,Shopping,Linux,Third Party,Open Source,29.03,803019,1.3,34840,3566,178,16,44,6,0.136,331.97,9,0.988,0,0,1,0.909,0.35,0.336,0.82,0,0.078,0.181,0.949,0.89,High
app_01623,Business,Windows,Enterprise,Small Company,23.63,502973,2.72,39032,164,414,16,23,11,0.478,402.93,13,0.635,1,0,7,0.318,0.087,0.536,0.014,0,0.178,0.368,0.675,1.0,High
app_01624,Finance,Android,Enterprise,Open Source,5.32,120686,2.5,4243,248,102,13,27,10,0.37,12.21,16,0.754,0,0,5,0.935,0.685,0.039,0.142,0,0.974,0.498,0.462,0.301,Medium
app_01625,Games,Linux,Enterprise,Open Source,36.91,759118,1.88,2904,3364,480,10,13,8,0.615,66.34,19,0.827,0,0,2,0.571,0.278,0.958,0.077,0,0.661,0.946,0.502,0.399,Medium
app_01626,Education,Linux,Google Play,Open Source,2.84,182490,3.24,15034,1434,48,5,25,12,0.48,290.6,13,0.635,0,0,8,0.44,0.498,0.837,0.539,0,0.736,0.297,0.756,0.829,High
app_01627,Finance,Windows,Third Party,Individual,1.79,401488,4.27,22178,3128,338,19,41,3,0.073,6225.65,17,0.655,0,0,9,0.696,0.845,0.223,0.57,0,0.962,0.44,0.96,0.787,High
app_01628,Business,Android,Enterprise,Open Source,43.08,466670,3.33,19951,3255,457,10,43,6,0.14,972.5,3,0.603,0,0,3,0.573,0.919,0.28,0.032,0,0.428,0.155,0.98,0.87,High
app_01629,Education,macOS,Google Play,Individual,6.78,47877,1.07,42593,3501,36,12,22,13,0.591,812.75,9,0.705,1,0,7,0.74,0.438,0.653,0.407,0,0.338,0.488,0.709,0.805,High
